澳,格里高利·大卫·罗伯兹,
澳,格里高利·大卫·罗伯兹,
爱尔兰,叶芝编,
瑞典,喜仁龙,
瑞典,托马斯·特朗斯特罗姆,
瑞典,波·R·汉伯格、,
瑞士,费尔迪南·德·索绪尔,
美,A.T.马汉,
美,A.司各特·伯格,
美,A.司各特·伯格,
美,AlanV.Oppenh,
美,AndreiAlexandrescu,
美,BrianW.Kernighan、,
美,BrianW.Kernighan、,
美,BrianW.Kernighan、,
美,BruceEckel,
美,BruceEckel,
美,CharlesPetzold,
美,CharlesPetzold,
美,DavidFreedman、RobertPisani、RogerPurves、AniAdhikari,
美,DonaldE.Knuth,
美,ElynR.Saks,
美,G.伽莫夫,
美,G.伽莫夫,
美,G.伽莫夫,
美,GLORIAK.FIERO、孙有中,
美,JohnW.Milnor,
美,KennethH.Rosen,
美,KyleSimpson,
美,MichaelArtin,
美,MichaelDawson,
美,N.格里高利·曼昆,
美,NicholasC.Zakas,
美,R·柯朗H·罗宾著、I·斯图尔特修订,
美,R·柯朗H·罗宾著、I·斯图尔特修订,
美,R·柯朗H·罗宾著、I·斯图尔特修订,
美,RonaldL.Graham、DonaldE.Knuth、OrenPatashnik,
美,RonaldL.Graham、DonaldE.Knuth、OrenPatashnik,
美,ThomasH.Cormen、CharlesE.Leiserson、RonaldL.Rivest、CliffordStein,
美,ThomasH.Cormen、CharlesE.Leiserson、RonaldL.Rivest、CliffordStein,
美,ThomasM.Cove,
美,W.爱德华兹,
美,丹·西蒙斯,
美,丹·西蒙斯,
美,丹·西蒙斯,
美,乔治.R.R.马丁,
美,乔治.R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·R.R.马丁,
美,乔治·斯坦纳,
美,乔纳森·克拉里,
美,乔迪·邓肯,
美,伊万娜·查伯克、IvanaChubbuck,
美,侯世达,
美,侯世达,
美,侯世达,
美,侯世达,
美,保罗·A.萨缪尔森,
美,保罗·A.萨缪尔森,
美,保罗·亨利·朗,
美,克斯汀·唐尼,
美,克莱门特·格林伯格,
美,克里斯·梅森等,
美,克雷格·莱特,
美,克雷格·莱特,
美,刘易斯·芒福德,
美,刘香成,
美,利昂StevenJ.Leon,
美,劳伦斯·利维,
美,劳伦斯•普林西比,
美,勒特尔、,
美,卡尔·萨根,
美,卡斯滕·哈里斯,
美,卡罗·德斯特,
美,史蒂夫·迈克康奈尔,
美,史蒂夫·迈克康奈尔,
美,哈丽特·勒纳,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,哈珀·李,
美,唐纳德·卡根,
美,埃里克·霍弗,
美,埃里克·霍弗,
美,埃里克·霍弗,
美,埃里克·马瑟斯,
美,埃里希·弗罗姆,
美,埃里希·弗罗姆,
美,塞尔玛·弗雷伯格,
美,大卫·德沃金、罗伯特·史密斯,
美,大卫·霍克尼、尼科斯·斯坦戈斯,
美,大卫•萨夫、,
美,威廉·保尔、WilliamBall,
美,威廉·弗莱中、,
美,威廉厄姆,
美,威廉厄姆,
美,孔飞力,
美,孔飞力,
美,富兰克林·布朗利、中德尔•西托默,
美,尤金·奥尼尔,
美,尼克·詹斯著,
美,尼尔·盖曼,
美,尼尔·盖曼,
美,尼尔·盖曼,
美,崔西,
美,巴巴拉·W.塔奇曼,
美,布兰登·文策尔,
美,布拉德·菲尔德、,
美,弗罗姆,
美,彼得·伯格,
美,彼得·布朗、,
美,彼得·德鲁克,
美,彼得·格雷,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·海斯勒,
美,彼得·考夫曼,
美,彼得·考夫曼,
美,悉达多·穆克吉,
美,戴维·迈尔斯,
美,戴维·迈尔斯,
美,戴维·迈尔斯,
美,戴维·迈尔斯,
美,托尼·朱特、,
美,拉塞尔.贝克,
美,斯科特·安德森,
美,斯蒂芬·金,
美,曼昆,
美,曼昆,
美,曼昆,
美,本·罗宾逊、,
美,本•勒尔著,
美,李欧·李奥尼文,
美,杨·T.格罗斯,
美,欧文·斯通,
美,欧文·斯通,
美,欧文·斯通,
美,沃尔特·艾萨克森,
美,爱德华·W.萨义德,
美,玛•金•罗琳斯,
美,玛格丽特·米切尔,
美,玛格丽特·米切尔,
美,玛格丽特·米切尔,
美,玛格丽特·米切尔,
美,玛格丽特·米切尔,
美,珍妮特·菲奇,
美,理查德·A.彼得森,
美,琼妮•厄尔克森•多田,
美,田纳西·威廉斯,
美,科赫,
美,简・克莱格海德,
美,约瑟夫·熊彼特,
美,约瑟夫·熊彼特,
美,约翰.墨菲,
美,约翰.墨菲,
美,约翰·杜威,
美,约翰尼·卡什、,
美,维吉尼亚•李•伯顿,
美,罗伯特·奥布赖恩,
美,罗伯特·所罗门,
美,罗伯特·所罗门,
美,罗伯特·所罗门,
美,罗伯特·波格·哈里森,
美,罗伯特·诺奇克,
美,罗伯特·麦基,
美,罗斯,
美,肯·威尔伯,
美,肯•威尔伯,
美,肯•威尔伯,
美,艾尔·赫维茨,
美,艾尔弗雷德·D.钱德勒,
美,艾瑞克•利温、,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾萨克·阿西莫夫,
美,艾诺·洛贝尔,
美,艾诺·洛贝尔,
美,艾里希·弗洛姆,
美,苏斯博士,
美,苏珊·福沃德琼·托雷斯,
美,莫里斯·克莱因,
美,莫里斯·克莱因,
美,莫里斯·克莱因,
美,莫里斯·克莱因,
美,莱,
美,菲利普·津巴多、,
美,菲利普·科特勒、,
美,菲利普·科特勒、,
美,菲利普·科特勒、,
美,菲利普·科特勒、,
美,菲利普·迪克,
美,詹姆斯・施密特,
美,詹姆斯·内斯特,
美,詹姆斯·卡拉特、JamesW.Kalat,
美,诺尔曼·马尔康姆,
美,费利克斯•吉尔伯特,、,理查德•邓恩,、,伊塞•沃洛克,IsserWoloch,美,GregoryS.Brown,、,美,查尔斯•布鲁尼格,CharlesBreunig,、,美,马修•莱温格,MatthewLevinger,、,美,诺曼•里奇,NormanRich,、,美,大卫•克莱•拉奇,DavidClayLarge,,中信出版社·新思文化,2016-12,398
美,赖德·温德姆著、,
美,道恩·福图普鲁斯,
美,阿兰·摩尔,
美,阿图·葛文德,
美,阿图·葛文德,
美,阿图·葛文德,
美,阿扎尔•纳菲西,
美,阿瑟·格蒂斯、,
美,韦恩·韦登,
美,马丁•布莱泽,
美,马克·瑞比托,
美,马克·盖特雷恩,
美,马克·盖特雷恩,
美,高居翰,
美,鲁道夫·德雷克斯、,
美,鲍勃·迪伦,
美,鲍勃·迪伦,
美,鲍姆,
美,鲍姆,
美,麦克劳德,
美,麦迪逊,
美,黄仁宇,
芬兰,托芙·扬松,
苏,A·盖里曼,
苏,Ш.А.阿莫纳什维利,
苏,安德烈·塔可夫斯基,
苏,斯坦尼斯拉夫斯基,
苏,肖斯塔科维奇口述、伏尔科夫记录并整理,
苏,马雅可夫斯基著,
苏联,布尔加科夫,
英,G.H.Hardy、E.M.Wright,
英,HughJohnson、,
英,J.F.C富勒,
英,J.K.罗琳,
英,J.K.罗琳,
英,J.K.罗琳,
英,J.K.罗琳,
英,J.K.罗琳,
英,J.R.R.托尔金,
英,J.R.R.托尔金,
英,J.R.R.托尔金著、,
英,乔•哈利戴,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔治·奥威尔,
英,乔纳森·林恩、,
英,亚当·斯密,
英,亚当·斯密,
英,伊斯特凡•洪特,
英,伊斯特凡•洪特,
英,伦道夫·凯迪克、,
英,伦道夫·凯迪克、,
英,伦道夫·凯迪克、,
英,伯林,
英,伯特兰·罗素,
英,凯伦·阿姆斯特朗著,
英,劳伦斯•里斯,
英,吉米·哈利,
英,哈耶克,
英,基思•罗威,
英,奥斯卡·王尔德,
英,威尔·贡培兹,
英,威尔·贡培兹,
英,威廉·莎士比亚,
英,威廉·莎士比亚,
英,安东尼·布朗,
英,安东尼·布朗,
英,安东尼·布朗文,
英,安东尼·布朗文,
英,安东尼·布朗文,
英,安德鲁·朗格,
英,尼克·莱恩,
英,尼尔·麦格雷戈,
英,尼尔·麦格雷戈,
英,尼尔·麦格雷戈,
英,山姆·麦克布雷尼文、安妮塔·婕朗图,
英,山姆·麦克布雷尼文、安妮塔·婕朗图,
英,山姆·麦克布雷尼文、安妮塔·婕朗图,
英,布莱恩·西布利,
英,弗吉尼亚·伍尔夫,
英,弗里德利希・冯・哈耶克,
英,戴维·丹尼尔,
英,托尔金,
英,柏克,
英,梅兰妮•克莱茵,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,毛姆,
英,洛克,
英,洛克,
英,爱德华·卡尔,
英,王尔德,
英,理查德・奥弗里,
英,理查德·约特,
英,瑞·蒙克,
英,瑞·蒙克,
英,瑞·蒙克,
英,科瓦奇著,
英,简﹒奥斯汀,
英,罗莎蒙德·基德曼·考克斯,
英,罗莎蒙德·基德曼·考克斯,
英,肯·福莱特,
英,肯·福莱特,
英,肯·福莱特,
英,肯·福莱特,
英,肯·福莱特,
英,肯·福莱特,
英,肯·福莱特,
英,艾莉森·简,
英,莎士比亚,
英,莎士比亚,
英,蒂莫西•高尔斯,
英,西蒙・辛格,
英,贡布里希,
英,贡布里希,
英,贡布里希,
英,贡布里希,
英,阿·柯南道尔,
英,阿加莎.克里斯蒂,
英,阿加莎·克里斯蒂,
英,阿加莎·克里斯蒂,
英,阿加莎·克里斯蒂,
英,阿加莎·克里斯蒂,
英,阿加莎·克里斯蒂,
英,阿瑟·克拉克,
英,阿瑟·克拉克,
英,阿瑟·克拉克,
英,马丁·萨利斯伯瑞,
英,马丁·萨利斯伯瑞,
英,马克·索尔兹伯里,
英,马克·索尔兹伯里,
荷,威尔•海根文、,
荷,文森特•梵高、,
荷,文森特•梵高、,
荷,马克斯•维尔修思,
葡萄牙,费尔南多·佩索阿,
西班牙,路易斯·塞尔努达,
西班牙,路易斯·塞尔努达,
西班牙,路易斯·塞尔努达,
西班牙,路易斯·塞尔努达,
西班牙,阿尔贝托·门德斯,
西班牙,阿尔贝托·门德斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,博尔赫斯,
阿根廷,豪·路·博尔赫斯,
韩,尹胎镐,
韩,尹胎镐,
韩,金善贤绘著,
韩,金玟廷著,
